row_index;Груз;Год;Вид сообщения;Направление;Погрузка, млн. т;Погрузка базовая, млн. т;Грузооборот, млрд. ткм;Грузооборот базовый, млрд. ткм;Средняя дальность;Грузооборот 2019;Индекс грузооборота
783;Нефть и нефтепродукты;2022;общий уровень;в целом;216,0;216,0;369,5;369,5;1615,3;387,8;0,95265275
784;Руды металлические;2022;общий уровень;в целом;133,2;133,2;166,5;166,5;1147,9;166,2;1,00167221
785;Черные металлы;2022;общий уровень;в целом;66,3;66,3;156,9;156,9;1846,7;151,1;1,038503052
786;Лесные грузы;2022;общий уровень;в целом;31,4;31,4;72,8;72,8;1786,5;75,7;0,962643849
787;Минерально-строительные материалы;2022;общий уровень;в целом;197,3;197,3;237,1;237,1;1030,3;206,9;1,146071857
788;Химические и минеральные удобрения;2022;общий уровень;в целом;60,5;60,5;113,3;113,3;1684,1;99,3;1,141561386
789;Зерно и продукты перемола;2022;общий уровень;в целом;26,8;26,8;47,8;47,8;1668,0;47,7;1,002129561
790;Прочие;2022;общий уровень;в целом;138,3;138,3;376,8;376,8;2845,7;291,6;1,292221251
791;Грузы на своих осях;2022;общий уровень;в целом;0,0;0,0;664,4;664,4;0,0;703,0;0,94502505
792;Уголь каменный;2023;общий уровень;в целом;320,9;320,9;957,9;957,9;2705,1;1149,8;0,833088474
793;Кокс каменноугольный;2023;общий уровень;в целом;10,2;10,2;25,3;25,3;2454,1;25,9;0,976006583
794;Нефть и нефтепродукты;2023;общий уровень;в целом;211,4;211,4;359,0;359,0;1622,4;387,8;0,925697703
795;Руды металлические;2023;общий уровень;в целом;134,0;134,0;164,2;164,2;1121,6;166,2;0,988328386
796;Черные металлы;2023;общий уровень;в целом;65,3;65,3;180,1;180,1;2121,7;151,1;1,192144717
797;Лесные грузы;2023;общий уровень;в целом;35,6;35,6;71,7;71,7;1653,3;75,7;0,947933792
798;Минерально-строительные материалы;2023;общий уровень;в целом;199,9;199,9;236,9;236,9;1017,6;206,9;1,145183297
799;Химические и минеральные удобрения;2023;общий уровень;в целом;61,4;61,4;119,8;119,8;1769,1;99,3;1,206617419
800;Зерно и продукты перемола;2023;общий уровень;в целом;26,8;26,8;50,6;50,6;1754,3;47,7;1,05996523
801;Прочие;2023;общий уровень;в целом;138,1;138,1;362,7;362,7;2729,0;291,6;1,244010025
802;Грузы на своих осях;2023;общий уровень;в целом;0,0;0,0;615,5;615,5;0,0;703,0;0,875417454
803;Уголь каменный;2024;общий уровень;в целом;336,6;336,6;1037,2;1037,2;2807,3;1149,8;0,902057316
804;Кокс каменноугольный;2024;общий уровень;в целом;10,8;10,8;26,6;26,6;2440,2;25,9;1,027702959
805;Нефть и нефтепродукты;2024;общий уровень;в целом;216,2;216,2;369,6;369,6;1632,0;387,8;0,953028789
806;Руды металлические;2024;общий уровень;в целом;136,3;136,3;165,8;165,8;1120,2;166,2;0,997726968
807;Черные металлы;2024;общий уровень;в целом;66,3;66,3;187,0;187,0;2172,4;151,1;1,237593713
808;Лесные грузы;2024;общий уровень;в целом;35,6;35,6;72,4;72,4;1657,7;75,7;0,957047444
809;Минерально-строительные материалы;2024;общий уровень;в целом;201,5;201,5;238,5;238,5;1015,9;206,9;1,152952419
810;Химические и минеральные удобрения;2024;общий уровень;в целом;63,9;63,9;126,3;126,3;1775,7;99,3;1,271908423
811;Зерно и продукты перемола;2024;общий уровень;в целом;28,3;28,3;53,6;53,6;1760,8;47,7;1,123622007
812;Прочие;2024;общий уровень;в целом;141,1;141,1;374,4;374,4;2748,3;291,6;1,284097849
813;Грузы на своих осях;2024;общий уровень;в целом;0,0;0,0;642,5;642,5;0,0;703,0;0,913836172
814;Уголь каменный;2025;общий уровень;в целом;354,7;354,7;1120,3;1120,3;2889,8;1149,8;0,974309308
815;Кокс каменноугольный;2025;общий уровень;в целом;11,0;11,0;26,9;26,9;2425,6;25,9;1,04027414
816;Нефть и нефтепродукты;2025;общий уровень;в целом;222,1;222,1;380,9;380,9;1633,7;387,8;0,982026558
817;Руды металлические;2025;общий уровень;в целом;139,0;139,0;169,4;169,4;1122,6;166,2;1,019126185
818;Черные металлы;2025;общий уровень;в целом;67,9;67,9;193,8;193,8;2199,9;151,1;1,282573202
819;Лесные грузы;2025;общий уровень;в целом;36,3;36,3;74,3;74,3;1661,3;75,7;0,981637384
820;Минерально-строительные материалы;2025;общий уровень;в целом;207,8;207,8;243,0;243,0;1007,7;206,9;1,174865329
821;Химические и минеральные удобрения;2025;общий уровень;в целом;68,5;68,5;137,0;137,0;1760,7;99,3;1,379745166
822;Зерно и продукты перемола;2025;общий уровень;в целом;29,7;29,7;55,8;55,8;1751,0;47,7;1,169850713
823;Прочие;2025;общий уровень;в целом;144,0;144,0;382,5;382,5;2760,6;291,6;1,311888368
824;Грузы на своих осях;2025;общий уровень;в целом;0,0;0,0;671,4;671,4;0,0;703,0;0,954970692
825;Уголь каменный;2026;общий уровень;в целом;381,6;381,6;1230,9;1230,9;2970,9;1149,8;1,070458424
826;Кокс каменноугольный;2026;общий уровень;в целом;12,1;12,1;29,6;29,6;2415,9;25,9;1,142929464
827;Нефть и нефтепродукты;2026;общий уровень;в целом;231,2;231,2;397,6;397,6;1641,0;387,8;1,025317815
828;Руды металлические;2026;общий уровень;в целом;150,1;150,1;195,0;195,0;1206,7;166,2;1,173135149
829;Черные металлы;2026;общий уровень;в целом;77,2;77,2;193,8;193,8;1994,3;151,1;1,28311127
830;Лесные грузы;2026;общий уровень;в целом;37,1;37,1;83,0;83,0;1750,9;75,7;1,096781986
831;Минерально-строительные материалы;2026;общий уровень;в целом;218,3;218,3;254,6;254,6;1009,9;206,9;1,230712638
832;Химические и минеральные удобрения;2026;общий уровень;в целом;76,1;76,1;150,6;150,6;1724,6;99,3;1,51681348
833;Зерно и продукты перемола;2026;общий уровень;в целом;31,6;31,6;59,0;59,0;1746,4;47,7;1,237406735
834;Прочие;2026;общий уровень;в целом;150,7;150,7;438,0;438,0;2952,9;291,6;1,502270143
835;Грузы на своих осях;2026;общий уровень;в целом;0,0;0,0;713,1;713,1;0,0;703,0;1,014367629
836;Уголь каменный;2027;общий уровень;в целом;391,6;391,6;1275,7;1275,7;3005,8;1149,8;1,109427546
837;Кокс каменноугольный;2027;общий уровень;в целом;12,3;12,3;29,9;29,9;2419,5;25,9;1,15684631
838;Нефть и нефтепродукты;2027;общий уровень;в целом;234,0;234,0;404,1;404,1;1638,6;387,8;1,04198428
839;Руды металлические;2027;общий уровень;в целом;153,8;153,8;198,0;198,0;1200,9;166,2;1,191622922
840;Черные металлы;2027;общий уровень;в целом;79,0;79,0;197,4;197,4;1991,1;151,1;1,306620382
841;Лесные грузы;2027;общий уровень;в целом;37,9;37,9;85,9;85,9;1765,4;75,7;1,134572392
842;Минерально-строительные материалы;2027;общий уровень;в целом;224,6;224,6;261,9;261,9;1013,0;206,9;1,266034243
843;Химические и минеральные удобрения;2027;общий уровень;в целом;79,2;79,2;156,8;156,8;1702,9;99,3;1,579658402
844;Зерно и продукты перемола;2027;общий уровень;в целом;33,5;33,5;61,9;61,9;1726,6;47,7;1,297392714
845;Прочие;2027;общий уровень;в целом;153,4;153,4;446,1;446,1;2976,7;291,6;1,529879389
846;Грузы на своих осях;2027;общий уровень;в целом;0,0;0,0;732,0;732,0;0,0;703,0;1,041186209
847;Уголь каменный;2028;общий уровень;в целом;394,1;394,1;1295,1;1295,1;3033,0;1149,8;1,12635025
848;Кокс каменноугольный;2028;общий уровень;в целом;12,4;12,4;30,3;30,3;2423,0;25,9;1,170975174
849;Нефть и нефтепродукты;2028;общий уровень;в целом;236,8;236,8;409,3;409,3;1636,3;387,8;1,055374596
850;Руды металлические;2028;общий уровень;в целом;157,4;157,4;201,1;201,1;1195,2;166,2;1,209941036
851;Черные металлы;2028;общий уровень;в целом;80,8;80,8;201,1;201,1;1987,8;151,1;1,331081748
852;Лесные грузы;2028;общий уровень;в целом;38,7;38,7;88,5;88,5;1778,7;75,7;1,169001424
853;Минерально-строительные материалы;2028;общий уровень;в целом;230,7;230,7;269,0;269,0;1015,7;206,9;1,300360164
854;Химические и минеральные удобрения;2028;общий уровень;в целом;81,8;81,8;160,8;160,8;1697,0;99,3;1,619516783
855;Зерно и продукты перемола;2028;общий уровень;в целом;36,0;36,0;65,2;65,2;1701,9;47,7;1,366847125
856;Прочие;2028;общий уровень;в целом;156,3;156,3;457,2;457,2;3000,7;291,6;1,5680852
857;Грузы на своих осях;2028;общий уровень;в целом;0,0;0,0;741,3;741,3;0,0;703,0;1,054398458
858;Уголь каменный;2029;общий уровень;в целом;407,0;407,0;1354,6;1354,6;3078,5;1149,8;1,178027545
859;Кокс каменноугольный;2029;общий уровень;в целом;12,6;12,6;31,4;31,4;2465,8;25,9;1,213937554
860;Нефть и нефтепродукты;2029;общий уровень;в целом;239,7;239,7;414,9;414,9;1635,4;387,8;1,069771011
861;Руды металлические;2029;общий уровень;в целом;160,1;160,1;203,0;203,0;1190,4;166,2;1,221474162
862;Черные металлы;2029;общий уровень;в целом;83,7;83,7;211,8;211,8;2033,3;151,1;1,402375691
863;Лесные грузы;2029;общий уровень;в целом;39,6;39,6;91,2;91,2;1795,3;75,7;1,204562838
864;Минерально-строительные материалы;2029;общий уровень;в целом;236,9;236,9;276,1;276,1;1018,5;206,9;1,334539811
865;Химические и минеральные удобрения;2029;общий уровень;в целом;84,3;84,3;165,9;165,9;1704,6;99,3;1,671451787
866;Зерно и продукты перемола;2029;общий уровень;в целом;39,3;39,3;70,1;70,1;1680,3;47,7;1,4701557
867;Прочие;2029;общий уровень;в целом;159,9;159,9;471,0;471,0;3026,4;291,6;1,61534704
868;Грузы на своих осях;2029;общий уровень;в целом;0,0;0,0;761,1;761,1;0,0;703,0;1,082652824
869;Уголь каменный;2030;общий уровень;в целом;420,3;420,3;1416,6;1416,6;3124,4;1149,8;1,231979182
870;Кокс каменноугольный;2030;общий уровень;в целом;12,8;12,8;31,8;31,8;2468,7;25,9;1,228450121
871;Нефть и нефтепродукты;2030;общий уровень;в целом;242,2;242,2;419,8;419,8;1634,3;387,8;1,082427296
872;Руды металлические;2030;общий уровень;в целом;162,2;162,2;203,8;203,8;1184,1;166,2;1,226444951
873;Черные металлы;2030;общий уровень;в целом;86,4;86,4;221,7;221,7;2072,2;151,1;1,467846002
874;Лесные грузы;2030;общий уровень;в целом;40,3;40,3;93,4;93,4;1806,2;75,7;1,233819466
875;Минерально-строительные материалы;2030;общий уровень;в целом;242,9;242,9;283,1;283,1;1021,2;206,9;1,36849939
876;Химические и минеральные удобрения;2030;общий уровень;в целом;86,4;86,4;169,7;169,7;1703,9;99,3;1,709226927
877;Зерно и продукты перемола;2030;общий уровень;в целом;43,1;43,1;75,5;75,5;1657,2;47,7;1,582552165
878;Прочие;2030;общий уровень;в целом;163,9;163,9;488,5;488,5;3061,9;291,6;1,675203194
879;Грузы на своих осях;2030;общий уровень;в целом;0,0;0,0;780,2;780,2;0,0;703,0;1,109799881
880;Уголь каменный;2031;общий уровень;в целом;420,3;420,3;1426,1;1426,1;3144,6;1149,8;1,240222212
881;Кокс каменноугольный;2031;общий уровень;в целом;12,9;12,9;32,2;32,2;2471,6;25,9;1,243174706
882;Нефть и нефтепродукты;2031;общий уровень;в целом;244,6;244,6;424,5;424,5;1633,3;387,8;1,094468056
883;Руды металлические;2031;общий уровень;в целом;164,6;164,6;205,8;205,8;1182,2;166,2;1,238244138
884;Черные металлы;2031;общий уровень;в целом;88,1;88,1;227,8;227,8;2090,5;151,1;1,507746687
885;Лесные грузы;2031;общий уровень;в целом;40,8;40,8;94,3;94,3;1803,5;75,7;1,245453296
886;Минерально-строительные материалы;2031;общий уровень;в целом;248,8;248,8;289,8;289,8;1023,0;206,9;1,400978827
887;Химические и минеральные удобрения;2031;общий уровень;в целом;88,2;88,2;173,0;173,0;1704,7;99,3;1,742604593
888;Зерно и продукты перемола;2031;общий уровень;в целом;45,3;45,3;79,0;79,0;1653,7;47,7;1,656000176
889;Прочие;2031;общий уровень;в целом;168,0;168,0;507,3;507,3;3100,0;291,6;1,739647349
890;Грузы на своих осях;2031;общий уровень;в целом;0,0;0,0;788,8;788,8;0,0;703,0;1,121980959
891;Уголь каменный;2032;общий уровень;в целом;462,9;462,9;1623,5;1623,5;3271,5;1149,8;1,411932461
892;Кокс каменноугольный;2032;общий уровень;в целом;13,0;13,0;32,6;32,6;2474,5;25,9;1,258111309
893;Нефть и нефтепродукты;2032;общий уровень;в целом;247,9;247,9;431,6;431,6;1635,6;387,8;1,112762045
894;Руды металлические;2032;общий уровень;в целом;168,7;168,7;212,6;212,6;1195,6;166,2;1,279092674
895;Черные металлы;2032;общий уровень;в целом;89,7;89,7;234,3;234,3;2116,6;151,1;1,550943443
896;Лесные грузы;2032;общий уровень;в целом;41,2;41,2;95,3;95,3;1803,9;75,7;1,258698624
897;Минерально-строительные материалы;2032;общий уровень;в целом;254,6;254,6;296,4;296,4;1025,0;206,9;1,432765557
898;Химические и минеральные удобрения;2032;общий уровень;в целом;89,7;89,7;176,8;176,8;1716,4;99,3;1,780963292
899;Зерно и продукты перемола;2032;общий уровень;в целом;47,1;47,1;82,3;82,3;1658,8;47,7;1,725625817
900;Прочие;2032;общий уровень;в целом;173,9;173,9;537,2;537,2;3168,6;291,6;1,842352034
901;Грузы на своих осях;2032;общий уровень;в целом;0,0;0,0;824,5;824,5;0,0;703,0;1,17269722
902;Уголь каменный;2033;общий уровень;в целом;462,9;462,9;1624,3;1624,3;3272,5;1149,8;1,412641366
903;Кокс каменноугольный;2033;общий уровень;в целом;13,2;13,2;33,0;33,0;2477,4;25,9;1,273153922
904;Нефть и нефтепродукты;2033;общий уровень;в целом;250,3;250,3;436,7;436,7;1636,0;387,8;1,125973768
905;Руды металлические;2033;общий уровень;в целом;171,2;171,2;214,7;214,7;1194,3;166,2;1,292122575
906;Черные металлы;2033;общий уровень;в целом;90,5;90,5;236,4;236,4;2118,5;151,1;1,565172115
907;Лесные грузы;2033;общий уровень;в целом;41,6;41,6;96,1;96,1;1802,1;75,7;1,269884839
908;Минерально-строительные материалы;2033;общий уровень;в целом;260,3;260,3;302,9;302,9;1026,9;206,9;1,464151435
909;Химические и минеральные удобрения;2033;общий уровень;в целом;90,7;90,7;179,2;179,2;1720,2;99,3;1,804547484
910;Зерно и продукты перемола;2033;общий уровень;в целом;48,1;48,1;84,1;84,1;1660,0;47,7;1,763549596
911;Прочие;2033;общий уровень;в целом;177,9;177,9;558,4;558,4;3212,3;291,6;1,915148174
912;Грузы на своих осях;2033;общий уровень;в целом;0,0;0,0;829,0;829,0;0,0;703,0;1,179142126
913;Уголь каменный;2034;общий уровень;в целом;462,9;462,9;1625,1;1625,1;3273,5;1149,8;1,413350275
914;Кокс каменноугольный;2034;общий уровень;в целом;13,3;13,3;33,3;33,3;2480,2;25,9;1,288408552
915;Нефть и нефтепродукты;2034;общий уровень;в целом;252,6;252,6;441,7;441,7;1636,4;387,8;1,138904538
916;Руды металлические;2034;общий уровень;в целом;173,3;173,3;216,1;216,1;1190,4;166,2;1,300069061
917;Черные металлы;2034;общий уровень;в целом;91,2;91,2;238,6;238,6;2120,5;151,1;1,579307906
918;Лесные грузы;2034;общий уровень;в целом;42,0;42,0;96,9;96,9;1800,8;75,7;1,28081416
919;Минерально-строительные материалы;2034;общий уровень;в целом;265,8;265,8;309,3;309,3;1028,9;206,9;1,495070097
920;Химические и минеральные удобрения;2034;общий уровень;в целом;91,7;91,7;181,5;181,5;1724,0;99,3;1,82792113
921;Зерно и продукты перемола;2034;общий уровень;в целом;49,0;49,0;85,8;85,8;1662,1;47,7;1,798678364
922;Прочие;2034;общий уровень;в целом;182,0;182,0;582,2;582,2;3264,7;291,6;1,996695404
923;Грузы на своих осях;2034;общий уровень;в целом;0,0;0,0;833,4;833,4;0,0;703,0;1,185411383
924;Уголь каменный;2035;общий уровень;в целом;462,9;462,9;1626,0;1626,0;3274,5;1149,8;1,414059188
925;Кокс каменноугольный;2035;общий уровень;в целом;13,5;13,5;33,8;33,8;2483,0;25,9;1,3038752
926;Нефть и нефтепродукты;2035;общий уровень;в целом;254,9;254,9;446,6;446,6;1636,8;387,8;1,15154158
927;Руды металлические;2035;общий уровень;в целом;175,5;175,5;219,5;219,5;1198,6;166,2;1,320956114
928;Черные металлы;2035;общий уровень;в целом;91,9;91,9;240,7;240,7;2122,5;151,1;1,593332843
929;Лесные грузы;2035;общий уровень;в целом;42,3;42,3;97,7;97,7;1799,8;75,7;1,291392739
930;Минерально-строительные материалы;2035;общий уровень;в целом;271,2;271,2;315,6;315,6;1030,8;206,9;1,525449805
931;Химические и минеральные удобрения;2035;общий уровень;в целом;92,7;92,7;183,8;183,8;1727,6;99,3;1,851049835
932;Зерно и продукты перемола;2035;общий уровень;в целом;49,8;49,8;87,2;87,2;1663,5;47,7;1,827078611
933;Прочие;2035;общий уровень;в целом;186,2;186,2;604,4;604,4;3302,3;291,6;2,072837199
934;Грузы на своих осях;2035;общий уровень;в целом;0,0;0,0;838,1;838,1;0,0;703,0;1,192134342
